EmployeeID,Age,Gender,Department,JobRole,MaritalStatus,YearsAtCompany,Attrition,YearsSinceLastPromotion,JobSatisfaction,JobInvolvement,YearsWithCurrManager,PerformanceRating,MonthlyIncome
5369,35,Male,Sales,Marketing Coordinator,Single,21,No,3,1,2,11,4,11248
5370,50,Male,Marketing,Financial Advisor,Divorced,5,No,0,1,3,13,4,10434
5371,46,Female,HR,HR Specialist,Divorced,23,No,3,4,4,7,1,8720
5372,44,Male,Finance,Research Scientist,Divorced,21,No,0,2,1,11,1,11998
5373,20,Female,HR,Manager,Single,20,No,2,2,2,11,2,9120
5374,22,Male,HR,Sales Executive,Single,8,No,3,3,1,10,2,10726
5375,53,Male,Finance,Software Engineer,Divorced,24,No,8,1,1,8,4,2694
5376,34,Male,Marketing,Research Scientist,Divorced,11,No,9,3,1,7,4,14097
5377,37,Female,Marketing,Marketing Coordinator,Divorced,20,No,13,1,4,11,2,15327
5378,32,Male,Marketing,Manager,Married,16,Yes,11,3,1,6,2,19436
5379,41,Male,Marketing,Manager,Divorced,17,No,10,1,4,2,2,6058
5380,38,Male,Sales,Research Scientist,Divorced,18,Yes,9,4,4,1,2,11962
5381,55,Male,Sales,Sales Executive,Single,0,No,1,1,1,1,2,5762
5382,49,Female,Finance,Manager,Married,8,No,0,4,1,1,1,10758
5383,58,Male,Marketing,Manager,Single,4,No,13,4,3,9,4,9354
5384,51,Male,Finance,Data Analyst,Single,5,No,12,3,3,0,4,18154
5385,48,Female,R&D,HR Specialist,Married,1,No,7,1,1,8,1,9736
5386,28,Male,Marketing,Software Engineer,Single,28,No,2,1,2,13,3,2013
5387,24,Female,HR,Sales Executive,Divorced,18,Yes,1,3,2,14,1,14991
5388,22,Male,IT,Research Scientist,Married,21,No,8,4,4,1,2,14808
5389,56,Male,Marketing,Marketing Coordinator,Married,1,Yes,2,2,1,10,1,7366
5390,38,Male,IT,Marketing Coordinator,Married,13,Yes,1,1,2,12,2,10158
5391,26,Male,HR,Marketing Coordinator,Married,6,No,11,2,3,6,4,7138
5392,23,Female,HR,Manager,Divorced,20,No,4,2,3,4,1,6661
5393,27,Male,Sales,Data Analyst,Single,25,No,2,4,3,14,2,5026
5394,22,Male,Finance,HR Specialist,Married,23,No,12,4,1,1,4,15700
5395,46,Female,Marketing,Data Analyst,Divorced,2,No,10,2,2,8,2,14597
5396,51,Female,R&D,Financial Advisor,Divorced,29,Yes,8,1,1,6,4,4080
5397,45,Male,Marketing,Software Engineer,Married,27,No,4,2,3,14,2,18972
5398,30,Female,Finance,HR Specialist,Married,12,No,0,4,2,3,2,17489
5399,35,Female,Marketing,Marketing Coordinator,Married,25,No,8,2,4,7,2,15440
5400,22,Female,IT,Marketing Coordinator,Married,8,No,14,2,2,7,2,8900
5401,25,Male,Finance,Research Scientist,Married,26,No,14,2,1,11,3,2457
5402,34,Female,HR,Sales Executive,Married,9,No,2,3,3,7,3,16035
5403,57,Male,Sales,Manager,Married,8,Yes,9,2,2,0,1,13270
5404,33,Female,Sales,HR Specialist,Married,4,No,8,4,1,3,4,14330
5405,54,Male,Finance,Marketing Coordinator,Single,26,No,4,3,3,12,1,2323
5406,28,Female,R&D,Sales Executive,Divorced,19,No,12,2,4,2,3,11398
5407,57,Male,Finance,Data Analyst,Divorced,26,No,14,2,2,5,2,9841
5408,54,Female,R&D,Research Scientist,Divorced,1,No,8,2,2,9,3,18746
5409,35,Female,Finance,Research Scientist,Married,25,No,13,1,3,6,2,15196
5410,49,Female,R&D,Manager,Divorced,8,No,8,2,4,2,2,15713
5411,32,Male,IT,Manager,Single,22,No,0,3,4,10,4,15695
5412,41,Male,Finance,Sales Executive,Divorced,7,No,10,2,3,13,1,8963
5413,58,Female,HR,HR Specialist,Married,18,No,6,4,3,5,4,8803
5414,27,Female,Sales,Financial Advisor,Single,10,No,1,1,4,1,3,3085
5415,53,Male,R&D,Data Analyst,Married,26,Yes,8,4,4,10,3,14028
5416,33,Female,Marketing,Data Analyst,Divorced,12,No,5,2,3,14,1,16084
5417,32,Male,Sales,HR Specialist,Divorced,20,Yes,6,2,3,13,2,19825
5418,31,Female,Marketing,Financial Advisor,Divorced,20,No,9,3,3,13,1,6690
5419,36,Male,IT,Sales Executive,Married,14,Yes,5,2,2,9,4,17097
5420,49,Male,Finance,Sales Executive,Single,23,No,0,4,1,10,3,12585
5421,46,Male,IT,Financial Advisor,Divorced,24,No,5,1,2,14,3,5584
5422,39,Female,IT,Sales Executive,Divorced,5,Yes,13,4,2,14,4,13009
5423,53,Male,IT,Marketing Coordinator,Married,19,No,1,4,4,14,2,18974
5424,24,Male,IT,HR Specialist,Divorced,5,No,11,3,3,14,1,18355
5425,52,Female,IT,HR Specialist,Married,23,No,3,1,3,0,2,18890
5426,22,Male,Finance,Software Engineer,Divorced,14,No,0,2,2,7,2,7848
5427,59,Female,IT,Sales Executive,Divorced,7,No,5,4,3,7,4,8379
5428,31,Female,R&D,Research Scientist,Single,27,No,8,3,1,10,4,19656
5429,56,Male,Marketing,Marketing Coordinator,Single,6,Yes,5,3,2,14,1,8154
5430,48,Female,Marketing,Financial Advisor,Married,1,No,0,1,3,9,1,11476
5431,30,Male,IT,Financial Advisor,Divorced,16,No,2,2,4,3,4,15568
5432,29,Male,Finance,Research Scientist,Divorced,17,No,1,1,3,9,1,17979
5433,33,Male,HR,Data Analyst,Married,5,No,10,4,2,10,4,9792
5434,31,Female,R&D,Data Analyst,Single,1,No,10,2,1,10,4,10305
5435,59,Male,Marketing,Manager,Divorced,20,No,9,4,2,10,1,14346
5436,36,Female,Marketing,Sales Executive,Divorced,3,No,12,2,3,9,1,18966
5437,57,Male,HR,Data Analyst,Married,16,No,0,4,4,13,2,18837
5438,36,Male,HR,Sales Executive,Divorced,2,No,12,3,3,14,3,6240
5439,39,Male,Finance,Research Scientist,Single,7,No,11,1,1,11,1,15614
5440,49,Female,IT,Financial Advisor,Married,4,No,7,3,4,11,2,13084
5441,27,Male,R&D,Marketing Coordinator,Single,18,Yes,4,4,1,10,2,15125
5442,42,Male,Sales,HR Specialist,Divorced,9,No,13,2,2,9,1,10667
5443,58,Female,Marketing,Financial Advisor,Divorced,4,No,2,1,4,4,4,8156
5444,47,Male,Finance,HR Specialist,Married,27,Yes,10,2,3,12,2,16627
5445,20,Female,R&D,HR Specialist,Divorced,29,No,9,3,1,9,1,12628
5446,40,Male,IT,Financial Advisor,Married,19,No,0,3,1,8,1,10848
5447,29,Male,HR,Marketing Coordinator,Married,23,No,9,2,1,7,3,2794
5448,36,Female,HR,Marketing Coordinator,Divorced,19,No,8,2,4,9,2,11405
5449,34,Female,Finance,Research Scientist,Single,17,No,10,1,4,8,4,11086
5450,24,Male,IT,Research Scientist,Single,7,Yes,0,1,4,6,1,7850
5451,20,Male,Sales,HR Specialist,Married,22,No,3,2,1,3,4,2551
5452,21,Female,IT,Research Scientist,Single,26,No,7,4,3,11,2,16914
5453,41,Female,Finance,Manager,Divorced,4,Yes,4,3,1,9,2,8442
5454,24,Female,Marketing,HR Specialist,Single,14,No,7,4,3,3,2,7024
5455,31,Female,R&D,Marketing Coordinator,Married,6,Yes,12,4,4,12,4,17924
5456,31,Male,IT,Sales Executive,Single,12,No,12,2,2,12,2,5969
5457,33,Male,Finance,Software Engineer,Married,14,No,6,3,2,0,2,8099
5458,43,Female,Marketing,Sales Executive,Divorced,13,No,0,2,1,14,2,19530
5459,29,Male,Sales,HR Specialist,Married,2,No,3,3,1,6,4,15641
5460,44,Female,R&D,HR Specialist,Married,17,No,4,3,2,7,4,13758
5461,31,Male,HR,Manager,Single,18,No,4,4,2,2,1,11965
5462,53,Male,Sales,Data Analyst,Single,1,No,6,4,4,2,4,5094
5463,56,Male,HR,HR Specialist,Single,13,Yes,13,2,1,5,4,12215
5464,47,Male,HR,Sales Executive,Single,19,Yes,9,1,2,10,1,12704
5465,35,Male,Marketing,Marketing Coordinator,Single,23,No,5,1,3,5,2,19943
5466,29,Male,HR,Software Engineer,Single,24,No,10,3,1,6,4,19134
5467,50,Male,Marketing,Manager,Divorced,0,Yes,14,1,4,5,1,8220
5468,59,Male,HR,Data Analyst,Married,29,No,9,2,3,2,2,10007
5469,29,Female,Marketing,Research Scientist,Divorced,14,No,11,3,3,6,4,11426
5470,35,Female,HR,Data Analyst,Single,26,No,7,2,1,4,4,5535
5471,27,Female,Sales,HR Specialist,Married,8,No,4,1,4,4,2,10293
5472,24,Female,Finance,HR Specialist,Single,8,No,9,2,2,9,3,16335
5473,25,Male,IT,Research Scientist,Married,28,No,1,4,3,13,3,8110
5474,36,Male,Sales,Data Analyst,Single,18,No,11,4,2,7,1,7953
5475,24,Male,Sales,Research Scientist,Single,21,No,13,4,1,4,3,19418
5476,51,Female,Marketing,Manager,Divorced,19,Yes,14,4,3,8,3,19731
5477,28,Female,IT,HR Specialist,Married,28,No,0,3,1,4,1,15886
5478,36,Male,Marketing,Manager,Divorced,15,No,12,1,2,1,4,14403
5479,50,Female,Sales,Software Engineer,Divorced,4,Yes,7,1,4,9,1,5985
5480,54,Male,HR,Financial Advisor,Married,20,No,10,2,3,4,3,18969
5481,28,Female,HR,Sales Executive,Divorced,18,No,1,2,3,6,2,2028
5482,42,Male,HR,Marketing Coordinator,Divorced,12,No,2,1,4,9,1,7267
5483,36,Male,Sales,Software Engineer,Single,14,Yes,4,2,3,5,4,3854
5484,56,Male,Finance,Software Engineer,Single,7,No,9,1,3,10,1,2216
5485,29,Female,R&D,Data Analyst,Married,5,No,7,4,4,3,3,13842
5486,40,Male,Sales,Research Scientist,Married,21,No,1,1,3,12,1,16841
5487,30,Male,Sales,Marketing Coordinator,Single,4,No,10,2,2,4,4,19910
5488,43,Female,IT,Sales Executive,Divorced,7,No,6,4,3,1,2,11600
5489,34,Female,IT,Financial Advisor,Single,29,No,7,2,4,4,4,4894
5490,27,Male,R&D,Marketing Coordinator,Single,13,No,3,3,1,4,4,13916
5491,27,Female,IT,Software Engineer,Single,18,No,8,2,4,7,2,4926
5492,20,Male,HR,Marketing Coordinator,Single,25,No,10,4,3,12,2,16796
5493,58,Female,Finance,HR Specialist,Single,20,No,3,4,4,3,1,15953
5494,55,Male,HR,Research Scientist,Married,11,Yes,1,3,3,10,1,6389
5495,26,Male,Finance,Research Scientist,Single,27,No,6,3,4,11,1,10303
5496,38,Male,Finance,Sales Executive,Single,11,No,0,4,3,0,4,17253
5497,21,Male,R&D,Financial Advisor,Divorced,17,Yes,2,3,3,2,3,6863
5498,37,Male,HR,Financial Advisor,Single,1,No,4,4,3,14,3,5265
5499,50,Female,Sales,Financial Advisor,Married,27,No,8,3,4,3,1,5226
5500,22,Male,Marketing,HR Specialist,Divorced,10,No,3,3,2,3,3,9886
5501,26,Female,R&D,Data Analyst,Married,12,No,10,2,4,9,4,7818
5502,30,Female,R&D,Manager,Single,21,No,14,2,1,10,4,18129
5503,36,Male,IT,Research Scientist,Married,22,No,11,4,2,0,3,8272
5504,21,Male,HR,Manager,Divorced,21,No,9,2,3,14,4,2529
5505,38,Male,IT,Financial Advisor,Divorced,25,No,4,1,3,5,1,19658
5506,29,Female,HR,HR Specialist,Married,18,No,4,2,1,8,1,14253
5507,31,Female,Sales,HR Specialist,Divorced,6,No,11,3,3,4,3,7389
5508,22,Female,R&D,Sales Executive,Divorced,4,No,9,3,3,8,2,11716
5509,59,Male,HR,Software Engineer,Married,0,No,4,2,3,7,4,2273
5510,41,Male,HR,Data Analyst,Married,11,Yes,6,3,2,8,1,5659
5511,20,Female,Finance,Data Analyst,Married,15,No,5,4,3,0,1,3904
5512,42,Female,Marketing,Manager,Divorced,15,No,1,3,1,0,2,11940
5513,21,Female,Finance,Manager,Single,17,Yes,7,1,2,2,1,17567
5514,51,Female,Marketing,Marketing Coordinator,Divorced,20,Yes,5,4,2,9,1,15623
5515,22,Female,Marketing,Financial Advisor,Married,25,No,3,4,1,12,4,19745
5516,50,Female,IT,Data Analyst,Divorced,20,Yes,3,2,2,3,3,11010
5517,40,Male,Finance,Data Analyst,Divorced,11,No,9,1,2,10,2,5290
5518,38,Female,IT,Financial Advisor,Single,7,No,14,1,3,3,3,6925
5519,57,Male,Sales,HR Specialist,Single,22,No,2,1,1,0,2,13596
5520,35,Male,R&D,Manager,Single,6,No,2,3,3,0,1,3583
5521,47,Female,Sales,Financial Advisor,Married,0,No,14,2,4,8,2,11091
5522,44,Male,IT,Marketing Coordinator,Single,3,No,12,4,3,6,4,5562
5523,31,Female,HR,Software Engineer,Married,20,No,5,1,4,8,2,19541
5524,38,Male,Marketing,Financial Advisor,Married,9,No,5,4,2,6,2,12495
5525,31,Male,Finance,Financial Advisor,Married,3,No,8,4,4,0,3,8378
5526,22,Male,Sales,Data Analyst,Married,13,Yes,9,1,4,2,1,7838
5527,29,Male,IT,Sales Executive,Divorced,17,No,5,3,3,2,2,12570
5528,45,Female,R&D,Research Scientist,Married,29,No,3,1,2,12,4,16847
5529,20,Female,IT,Software Engineer,Single,20,No,3,3,3,8,2,11519
5530,39,Male,Finance,Manager,Divorced,29,Yes,3,2,4,4,4,13654
5531,27,Male,Sales,Software Engineer,Married,28,No,1,2,1,11,3,16296
5532,40,Male,R&D,Financial Advisor,Divorced,22,Yes,1,1,2,5,1,13018
5533,46,Male,R&D,Financial Advisor,Divorced,27,No,7,3,1,13,2,3197
5534,30,Female,Finance,Financial Advisor,Single,27,No,12,3,3,12,2,2500
5535,39,Female,R&D,HR Specialist,Married,16,No,1,1,4,14,4,12027
5536,31,Male,Marketing,Marketing Coordinator,Married,3,No,7,1,2,7,2,18220
5537,46,Male,R&D,Financial Advisor,Married,14,No,10,4,4,5,1,12411
5538,25,Female,HR,Data Analyst,Married,10,No,5,2,3,4,3,5887
5539,54,Female,R&D,Software Engineer,Single,29,Yes,10,4,4,1,3,2281
5540,21,Female,HR,Research Scientist,Married,11,No,4,3,4,5,3,9749
5541,56,Female,Sales,Financial Advisor,Married,28,No,0,2,2,8,2,13215
5542,33,Female,HR,HR Specialist,Married,25,Yes,13,1,4,1,3,10922
5543,47,Female,Finance,HR Specialist,Single,2,No,4,3,3,14,4,11217
5544,52,Female,HR,Software Engineer,Single,0,No,1,4,2,13,1,17388
5545,50,Female,Sales,Data Analyst,Married,7,No,3,1,4,1,2,5949
5546,20,Female,Sales,Marketing Coordinator,Married,1,No,0,1,1,7,2,15765
5547,47,Female,R&D,Data Analyst,Single,18,Yes,3,2,3,13,4,11391
5548,57,Female,R&D,Financial Advisor,Single,10,Yes,4,3,3,12,3,14341
5549,24,Male,Finance,Sales Executive,Single,13,Yes,1,2,3,8,1,7101
5550,44,Male,Finance,Software Engineer,Single,20,No,7,3,2,1,1,15274
5551,52,Male,R&D,Marketing Coordinator,Divorced,13,No,10,1,2,7,4,16358
5552,37,Male,IT,Data Analyst,Single,9,No,13,4,4,13,4,8000
5553,57,Male,Finance,Marketing Coordinator,Married,10,No,11,3,1,6,2,9836
5554,44,Female,Sales,Data Analyst,Divorced,4,Yes,0,4,4,4,3,4032
5555,46,Female,R&D,Marketing Coordinator,Married,29,No,11,1,4,11,1,9116
5556,44,Male,Marketing,Financial Advisor,Divorced,0,No,9,1,4,8,4,17629
5557,37,Female,Finance,Software Engineer,Married,16,Yes,14,2,4,0,1,14874
5558,55,Male,Finance,Marketing Coordinator,Married,10,No,10,4,3,7,4,18521
5559,31,Female,HR,Marketing Coordinator,Divorced,5,No,12,1,1,13,1,10561
5560,57,Male,IT,Marketing Coordinator,Single,8,No,9,1,1,4,1,10075
5561,34,Male,Sales,Marketing Coordinator,Single,24,No,4,3,1,8,2,19124
5562,55,Male,Marketing,Data Analyst,Single,4,No,13,4,2,5,1,14143
5563,33,Male,HR,Sales Executive,Married,1,No,0,3,1,4,2,8654
5564,36,Female,Marketing,Financial Advisor,Single,23,No,1,2,2,10,4,17299
5565,52,Male,IT,Manager,Married,11,Yes,4,4,2,4,4,12052
5566,54,Male,HR,Data Analyst,Divorced,11,No,14,2,2,2,2,15109
5567,31,Male,IT,Data Analyst,Married,20,No,13,1,2,3,4,8900
5568,49,Female,Finance,Software Engineer,Single,22,No,4,4,2,4,2,11419
5569,40,Male,IT,Software Engineer,Single,2,No,0,1,4,14,4,6975
5570,27,Female,Finance,Data Analyst,Married,17,No,11,2,4,10,3,18183
5571,50,Female,HR,Financial Advisor,Single,25,No,10,1,4,9,1,10865
5572,20,Female,Finance,Sales Executive,Divorced,6,No,0,1,3,1,1,2309
5573,54,Female,Finance,Manager,Married,20,Yes,12,2,3,11,4,12768
5574,26,Male,Finance,HR Specialist,Divorced,24,No,9,3,1,10,2,18470
5575,40,Female,Sales,Sales Executive,Married,4,Yes,2,3,4,6,3,8860
5576,37,Male,R&D,Data Analyst,Single,2,No,3,4,3,14,4,11814
5577,25,Female,IT,Manager,Married,21,Yes,13,4,1,10,2,16831
5578,33,Male,Marketing,Sales Executive,Divorced,10,Yes,11,1,3,10,1,14334
5579,37,Female,R&D,Research Scientist,Married,4,No,6,2,2,5,4,4843
5580,52,Male,Sales,Manager,Divorced,25,No,5,2,4,6,3,13944
5581,55,Male,Sales,Data Analyst,Married,4,Yes,6,4,3,5,4,16643
5582,36,Female,R&D,HR Specialist,Divorced,25,No,6,4,1,4,4,3027
5583,27,Female,R&D,Software Engineer,Divorced,0,No,9,2,3,6,2,8909
5584,42,Male,R&D,Marketing Coordinator,Divorced,21,No,5,2,4,12,1,8550
5585,58,Female,IT,Sales Executive,Married,2,No,10,4,2,0,3,16545
5586,33,Female,HR,Marketing Coordinator,Single,1,No,7,1,4,6,4,17168
5587,24,Female,R&D,Manager,Divorced,27,No,4,3,1,13,1,3636
5588,22,Male,Sales,Research Scientist,Single,9,No,6,2,2,14,2,14217
5589,25,Female,IT,Research Scientist,Divorced,17,No,2,3,2,12,4,9155
5590,46,Male,Marketing,Data Analyst,Married,6,Yes,1,2,3,2,2,17635
5591,59,Male,HR,Financial Advisor,Divorced,5,No,13,4,2,0,2,6105
5592,57,Male,Marketing,Research Scientist,Single,5,No,11,3,1,7,1,15487
5593,54,Male,Finance,HR Specialist,Divorced,18,Yes,5,4,4,0,2,11722
5594,25,Male,Finance,Financial Advisor,Single,25,No,9,4,3,9,1,12285
5595,56,Female,R&D,Manager,Divorced,12,No,6,4,2,13,3,10087
5596,36,Male,IT,Financial Advisor,Divorced,16,No,2,1,1,12,3,9343
5597,36,Female,Sales,Software Engineer,Single,14,No,11,3,4,3,1,16486
5598,47,Female,R&D,Sales Executive,Single,11,Yes,9,4,3,6,3,17979
5599,51,Male,HR,HR Specialist,Single,14,No,10,2,4,10,3,2961
5600,31,Female,Sales,Manager,Married,27,No,12,3,4,2,3,14574
5601,50,Male,IT,Sales Executive,Single,29,No,12,3,3,3,3,10084
5602,21,Male,R&D,Manager,Married,8,No,4,1,1,9,2,12819
5603,45,Male,IT,HR Specialist,Married,21,No,5,2,1,11,2,5358
5604,45,Male,HR,Data Analyst,Married,2,No,8,4,3,7,1,7346
5605,38,Female,Finance,Financial Advisor,Married,18,No,6,2,2,12,1,12759
5606,59,Male,IT,HR Specialist,Divorced,16,No,11,2,3,8,2,7713
5607,46,Female,Sales,Financial Advisor,Divorced,11,No,14,4,2,2,1,3691
5608,20,Female,HR,Manager,Single,20,Yes,14,2,1,13,3,9546
5609,56,Male,R&D,HR Specialist,Married,15,Yes,5,1,2,10,4,19343
5610,48,Female,Sales,Sales Executive,Married,24,No,10,4,4,0,1,7555
5611,30,Male,Marketing,Software Engineer,Single,12,No,13,3,2,4,3,15608
5612,22,Male,Finance,HR Specialist,Divorced,10,Yes,1,3,3,1,2,5755
5613,43,Female,IT,Marketing Coordinator,Single,0,No,13,2,2,2,1,6944
5614,41,Female,Sales,Financial Advisor,Divorced,22,No,4,2,4,0,3,6101
5615,37,Male,HR,Manager,Single,14,No,8,3,2,9,3,3145
5616,35,Male,HR,Financial Advisor,Single,17,No,2,1,1,11,1,15914
5617,51,Male,IT,Data Analyst,Married,23,No,7,4,3,4,4,12211
5618,58,Female,Marketing,Marketing Coordinator,Divorced,16,No,11,2,3,13,2,7967
5619,43,Female,Marketing,Software Engineer,Single,28,Yes,14,2,4,2,4,16937
5620,37,Male,Sales,Software Engineer,Married,26,No,2,3,4,11,1,12005
5621,45,Female,R&D,Marketing Coordinator,Married,13,No,4,1,1,4,3,16718
5622,32,Male,R&D,Manager,Married,12,No,6,3,2,7,2,11922
5623,20,Male,IT,Data Analyst,Married,25,No,5,4,1,4,3,12163
5624,43,Female,Finance,Manager,Single,10,Yes,8,4,2,0,3,6203
5625,43,Female,HR,Financial Advisor,Married,4,No,2,4,2,12,4,11391
5626,22,Female,R&D,Financial Advisor,Single,16,Yes,8,2,1,14,4,13542
5627,36,Female,Sales,Financial Advisor,Married,26,No,7,2,2,6,1,12851
5628,48,Male,HR,Research Scientist,Divorced,21,No,3,1,4,8,2,17958
5629,31,Male,R&D,Financial Advisor,Married,15,No,10,1,3,11,1,5931
5630,54,Male,Sales,Financial Advisor,Married,19,No,10,1,1,10,1,16962
5631,56,Female,HR,HR Specialist,Divorced,3,No,4,3,3,11,3,18288
5632,49,Female,IT,Financial Advisor,Married,17,No,11,4,3,14,2,17360
5633,20,Female,Marketing,Marketing Coordinator,Divorced,5,No,9,1,3,5,2,13773
5634,43,Female,HR,Marketing Coordinator,Married,8,No,9,4,3,2,1,5673
5635,50,Female,HR,Manager,Divorced,3,No,2,2,3,10,1,14713
5636,50,Female,HR,Manager,Single,20,No,7,1,1,0,4,18866
5637,59,Female,Sales,Software Engineer,Married,26,No,5,1,3,2,4,6574
5638,41,Male,Finance,Manager,Married,18,No,11,1,3,12,1,14117
5639,43,Female,IT,Sales Executive,Divorced,22,No,2,2,3,2,4,12969
5640,28,Female,Finance,Research Scientist,Divorced,21,No,4,1,3,7,2,19010
5641,20,Female,R&D,Data Analyst,Married,4,No,0,2,1,1,3,7497
5642,50,Male,Sales,Software Engineer,Divorced,16,No,14,3,1,9,4,10743
5643,37,Female,Finance,Marketing Coordinator,Married,27,No,6,1,2,12,4,2948
5644,29,Female,Marketing,Sales Executive,Divorced,27,No,14,2,1,4,3,17815
5645,57,Female,Sales,Software Engineer,Single,19,No,0,1,4,13,2,2459
5646,42,Male,Marketing,Marketing Coordinator,Divorced,27,No,2,4,4,0,3,5944
5647,36,Female,IT,Data Analyst,Divorced,29,No,11,3,3,7,2,19531
5648,45,Female,R&D,Data Analyst,Single,14,Yes,5,1,1,5,2,18156
5649,26,Male,HR,Software Engineer,Divorced,18,No,13,4,3,13,4,15200
5650,54,Female,R&D,Manager,Married,20,Yes,12,1,4,3,3,2946
5651,52,Male,Marketing,Data Analyst,Married,23,No,14,4,4,13,1,19946
5652,45,Female,R&D,Sales Executive,Single,18,No,4,4,1,7,1,8733
5653,47,Female,R&D,Sales Executive,Married,14,Yes,7,2,1,7,2,5250
5654,42,Female,Marketing,Marketing Coordinator,Divorced,5,No,4,3,3,5,3,15745
5655,50,Male,HR,Data Analyst,Divorced,20,Yes,13,4,1,9,4,2706
5656,46,Female,Marketing,Sales Executive,Married,17,No,7,1,3,9,3,9149
5657,29,Female,R&D,Manager,Single,12,No,1,1,4,8,3,13573
5658,35,Female,Sales,Data Analyst,Married,9,No,9,2,3,7,4,14793
5659,31,Male,Sales,Data Analyst,Married,11,No,12,1,1,7,4,11057
5660,36,Male,IT,Research Scientist,Married,6,No,0,3,2,6,4,4887
5661,33,Male,IT,Marketing Coordinator,Single,4,No,13,2,1,13,1,19578
5662,34,Female,HR,Financial Advisor,Married,7,No,5,4,4,6,2,17661
5663,39,Female,Sales,Research Scientist,Single,27,No,10,3,3,2,3,5439
5664,44,Female,Finance,Data Analyst,Married,5,No,0,4,1,6,2,8249
5665,27,Female,Finance,Marketing Coordinator,Married,19,No,12,1,1,12,4,9124
5666,49,Male,HR,Manager,Single,3,No,9,2,4,8,1,18325
5667,28,Male,Sales,Sales Executive,Married,0,No,13,4,1,7,4,4214
5668,48,Male,Sales,Financial Advisor,Single,0,Yes,6,4,2,4,4,10466
5669,53,Female,Finance,Software Engineer,Married,28,No,10,4,2,0,1,17850
5670,55,Male,R&D,HR Specialist,Married,29,No,1,2,3,11,1,11379
5671,39,Male,Finance,Manager,Married,18,No,9,2,4,13,3,4741
5672,44,Female,Marketing,Data Analyst,Divorced,3,No,14,3,1,12,3,10161
5673,48,Male,Finance,Manager,Single,27,No,9,4,2,10,4,17833
5674,23,Male,IT,Marketing Coordinator,Single,3,Yes,1,4,4,3,2,18639
5675,57,Female,Sales,Marketing Coordinator,Single,22,No,14,4,4,4,2,17518
5676,41,Female,Sales,Financial Advisor,Married,27,No,5,2,4,3,3,17595
5677,57,Male,Marketing,Manager,Divorced,10,No,4,1,3,12,3,6606
5678,41,Male,Marketing,Data Analyst,Single,18,No,7,2,2,11,3,14910
5679,22,Male,Sales,Research Scientist,Married,14,No,13,4,2,11,4,16408
5680,39,Male,Marketing,Data Analyst,Single,4,No,1,4,2,11,4,13932
5681,56,Male,HR,Software Engineer,Married,5,No,0,1,2,9,1,19505
5682,43,Female,HR,Research Scientist,Divorced,11,Yes,10,2,4,12,2,19304
5683,57,Female,Marketing,Software Engineer,Divorced,28,No,9,2,4,13,4,3531
5684,32,Female,IT,Manager,Married,10,No,9,4,3,8,4,4703
5685,43,Male,Finance,Financial Advisor,Divorced,9,Yes,5,2,4,3,1,10995
5686,48,Female,IT,Data Analyst,Single,25,No,0,4,4,4,3,14322
5687,40,Male,Marketing,Data Analyst,Married,9,No,13,2,4,12,1,8112
5688,39,Male,Marketing,Financial Advisor,Married,19,No,9,3,2,2,3,4389
5689,47,Female,Marketing,Software Engineer,Married,26,No,2,4,3,3,2,4887
5690,41,Male,IT,Manager,Single,21,No,13,3,3,1,2,4018
5691,43,Female,R&D,Marketing Coordinator,Married,4,No,4,1,2,2,1,18169
5692,31,Female,HR,Financial Advisor,Single,26,No,4,2,1,3,3,12193
5693,22,Male,Finance,Manager,Married,1,No,2,4,2,3,3,17038
5694,40,Female,Marketing,Research Scientist,Married,8,Yes,14,2,2,6,4,14534
5695,22,Female,R&D,Marketing Coordinator,Divorced,8,No,0,3,1,6,2,8848
5696,20,Female,R&D,Research Scientist,Divorced,1,No,7,2,4,9,3,2637
5697,47,Male,IT,Marketing Coordinator,Divorced,12,No,9,2,2,0,1,3801
5698,48,Female,IT,Financial Advisor,Married,19,No,8,2,3,2,1,15533
5699,46,Male,IT,HR Specialist,Divorced,8,No,11,1,3,7,1,3711
5700,20,Male,Sales,Software Engineer,Single,14,No,8,4,1,7,1,9814
5701,43,Male,Finance,Research Scientist,Single,7,No,10,2,1,3,3,17136
5702,55,Male,HR,Manager,Single,16,No,13,4,2,12,4,5783
5703,47,Male,IT,Marketing Coordinator,Divorced,16,No,13,4,4,2,4,9529
5704,36,Male,Finance,Financial Advisor,Married,5,No,4,4,3,3,2,17846
5705,59,Male,Finance,Manager,Divorced,17,No,3,4,1,6,1,7793
5706,35,Female,Sales,Manager,Single,3,No,3,3,1,7,4,6822
5707,30,Female,Finance,HR Specialist,Single,19,No,0,2,3,14,4,10883
5708,57,Female,Marketing,Software Engineer,Married,29,No,12,1,2,13,1,2859
5709,55,Male,HR,Sales Executive,Single,23,Yes,6,4,2,5,4,11059
5710,33,Male,Finance,Marketing Coordinator,Single,21,No,6,2,4,3,2,10772
5711,47,Female,R&D,HR Specialist,Single,3,No,4,2,1,12,1,18327
5712,51,Female,Sales,Research Scientist,Divorced,3,No,2,1,1,7,2,8503
5713,41,Male,IT,Marketing Coordinator,Single,24,Yes,10,2,4,3,4,14977
5714,30,Male,IT,Sales Executive,Married,7,Yes,10,2,4,0,2,11878
5715,43,Female,IT,Marketing Coordinator,Single,8,Yes,4,1,3,3,2,7942
